LEA,LEA Name,Position Category,Rural Status,2023-2024 Headcount,2024-2025 Headcount,Difference,People Returned,People Left ,New People,Turnover Rate,
9035,Centennial BOCES,Adminstrators,BOCES,9,9,0,9,0,0,0.00%,
9035,Centennial BOCES,Crafts/Trades/Services,BOCES,1,0,-1,0,1,0,100.00%,
9035,Centennial BOCES,Instructional Support,BOCES,1,1,0,1,0,0,0.00%,
9035,Centennial BOCES,Office/Administrative Support,BOCES,13,12,-1,11,2,1,15.38%,
9035,Centennial BOCES,Other Support/Special Service Providers,BOCES,28,26,-2,21,7,5,25.00%,
9035,Centennial BOCES,Paraprofessional,BOCES,34,35,1,25,9,10,26.47%,
9035,Centennial BOCES,Principals,BOCES,1,1,0,1,0,0,0.00%,
9035,Centennial BOCES,Professional-Other,BOCES,15,15,0,14,1,1,6.67%,
9035,Centennial BOCES,Teachers,BOCES,14,13,-1,11,3,2,21.43%,
9035,Centennial BOCES Total,9035 All Job Catagories Totals,BOCES,116,112,-4,93,23,19,19.83%,
9040,Northeast BOCES,Adminstrators,BOCES,2,2,0,2,0,0,0.00%,
9040,Northeast BOCES,Crafts/Trades/Services,BOCES,0,0,0,0,0,0,NA,
9040,Northeast BOCES,Instructional Support,BOCES,4,4,0,3,1,1,25.00%,
9040,Northeast BOCES,Office/Administrative Support,BOCES,7,6,-1,5,2,1,28.57%,
9040,Northeast BOCES,Other Support/Special Service Providers,BOCES,24,26,2,19,5,7,20.83%,
9040,Northeast BOCES,Paraprofessional,BOCES,10,10,0,8,2,2,20.00%,
9040,Northeast BOCES,Principals,BOCES,0,0,0,0,0,0,NA,
9040,Northeast BOCES,Professional-Other,BOCES,12,15,3,12,0,3,0.00%,
9040,Northeast BOCES,Teachers,BOCES,4,5,1,4,0,1,0.00%,
9040,Northeast BOCES Total,9040 All Job Catagories Totals,BOCES,63,68,5,53,10,15,15.87%,
9045,Pikes Peak BOCES,Adminstrators,BOCES,5,4,-1,3,2,1,40.00%,
9045,Pikes Peak BOCES,Crafts/Trades/Services,BOCES,1,4,3,1,0,3,0.00%,
9045,Pikes Peak BOCES,Instructional Support,BOCES,4,4,0,4,0,0,0.00%,
9045,Pikes Peak BOCES,Office/Administrative Support,BOCES,5,6,1,4,1,2,20.00%,
9045,Pikes Peak BOCES,Other Support/Special Service Providers,BOCES,6,36,30,3,3,33,50.00%,
9045,Pikes Peak BOCES,Paraprofessional,BOCES,43,54,11,16,27,38,62.79%,
9045,Pikes Peak BOCES,Principals,BOCES,1,1,0,1,0,0,0.00%,
9045,Pikes Peak BOCES,Professional-Other,BOCES,8,25,17,5,3,20,37.50%,
9045,Pikes Peak BOCES,Teachers,BOCES,5,8,3,2,3,6,60.00%,
9045,Pikes Peak BOCES Total,9045 All Job Catagories Totals,BOCES,78,142,64,39,39,103,50.00%,
9050,San Juan BOCES,Adminstrators,BOCES,6,7,1,5,1,2,16.67%,
9050,San Juan BOCES,Crafts/Trades/Services,BOCES,0,0,0,0,0,0,NA,
9050,San Juan BOCES,Instructional Support,BOCES,2,3,1,2,0,1,0.00%,
9050,San Juan BOCES,Office/Administrative Support,BOCES,6,5,-1,4,2,1,33.33%,
9050,San Juan BOCES,Other Support/Special Service Providers,BOCES,46,41,-5,33,13,8,28.26%,
9050,San Juan BOCES,Paraprofessional,BOCES,8,8,0,4,4,4,50.00%,
9050,San Juan BOCES,Principals,BOCES,1,1,0,1,0,0,0.00%,
9050,San Juan BOCES,Professional-Other,BOCES,15,13,-2,13,2,0,13.33%,
9050,San Juan BOCES,Teachers,BOCES,27,7,-20,6,21,1,77.78%,
9050,San Juan BOCES Total,9050 All Job Catagories Totals,BOCES,111,85,-26,68,43,17,38.74%,
9055,San Luis Valley BOCES,Adminstrators,BOCES,1,2,1,1,0,1,0.00%,
9055,San Luis Valley BOCES,Crafts/Trades/Services,BOCES,0,0,0,0,0,0,NA,
9055,San Luis Valley BOCES,Instructional Support,BOCES,3,2,-1,1,2,1,66.67%,
9055,San Luis Valley BOCES,Office/Administrative Support,BOCES,5,4,-1,3,2,1,40.00%,
9055,San Luis Valley BOCES,Other Support/Special Service Providers,BOCES,21,19,-2,13,8,6,38.10%,
9055,San Luis Valley BOCES,Paraprofessional,BOCES,50,44,-6,33,17,11,34.00%,
9055,San Luis Valley BOCES,Principals,BOCES,0,0,0,0,0,0,NA,
9055,San Luis Valley BOCES,Professional-Other,BOCES,10,10,0,8,2,2,20.00%,
9055,San Luis Valley BOCES,Teachers,BOCES,14,12,-2,7,7,5,50.00%,
9055,San Luis Valley BOCES Total,9055 All Job Catagories Totals,BOCES,104,93,-11,66,38,27,36.54%,
9060,South Central BOCES,Adminstrators,BOCES,5,2,-3,2,3,0,60.00%,
9060,South Central BOCES,Crafts/Trades/Services,BOCES,0,0,0,0,0,0,NA,
9060,South Central BOCES,Instructional Support,BOCES,3,1,-2,0,3,1,100.00%,
9060,South Central BOCES,Office/Administrative Support,BOCES,2,2,0,2,0,0,0.00%,
9060,South Central BOCES,Other Support/Special Service Providers,BOCES,16,16,0,14,2,2,12.50%,
9060,South Central BOCES,Paraprofessional,BOCES,6,6,0,4,2,2,33.33%,
9060,South Central BOCES,Principals,BOCES,0,0,0,0,0,0,NA,
9060,South Central BOCES,Professional-Other,BOCES,8,9,1,5,3,4,37.50%,
9060,South Central BOCES,Teachers,BOCES,3,3,0,2,1,1,33.33%,
9060,South Central BOCES Total,9060 All Job Catagories Totals,BOCES,43,39,-4,29,14,10,32.56%,
9075,Southeastern BOCES,Adminstrators,BOCES,2,2,0,2,0,0,0.00%,
9075,Southeastern BOCES,Crafts/Trades/Services,BOCES,0,0,0,0,0,0,NA,
9075,Southeastern BOCES,Instructional Support,BOCES,2,1,-1,1,1,0,50.00%,
9075,Southeastern BOCES,Office/Administrative Support,BOCES,3,3,0,3,0,0,0.00%,
9075,Southeastern BOCES,Other Support/Special Service Providers,BOCES,16,14,-2,11,5,3,31.25%,
9075,Southeastern BOCES,Paraprofessional,BOCES,12,11,-1,10,2,1,16.67%,
9075,Southeastern BOCES,Principals,BOCES,0,0,0,0,0,0,NA,
9075,Southeastern BOCES,Professional-Other,BOCES,7,6,-1,6,1,0,14.29%,
9075,Southeastern BOCES,Teachers,BOCES,1,1,0,1,0,0,0.00%,
9075,Southeastern BOCES Total,9075 All Job Catagories Totals,BOCES,43,38,-5,34,9,4,20.93%,
9095,Northwest Colo BOCES,Adminstrators,BOCES,1,3,2,1,0,2,0.00%,
9095,Northwest Colo BOCES,Crafts/Trades/Services,BOCES,0,0,0,0,0,0,NA,
9095,Northwest Colo BOCES,Instructional Support,BOCES,7,6,-1,3,4,3,57.14%,
9095,Northwest Colo BOCES,Office/Administrative Support,BOCES,3,3,0,3,0,0,0.00%,
9095,Northwest Colo BOCES,Other Support/Special Service Providers,BOCES,13,14,1,12,1,2,7.69%,
9095,Northwest Colo BOCES,Paraprofessional,BOCES,1,1,0,0,1,1,100.00%,
9095,Northwest Colo BOCES,Principals,BOCES,0,0,0,0,0,0,NA,
9095,Northwest Colo BOCES,Professional-Other,BOCES,7,3,-4,3,4,0,57.14%,
9095,Northwest Colo BOCES,Teachers,BOCES,0,0,0,0,0,0,NA,
9095,Northwest Colo BOCES Total,9095 All Job Catagories Totals,BOCES,32,30,-2,22,10,8,31.25%,
9120,Adams County BOCES,Adminstrators,BOCES,1,1,0,1,0,0,0.00%,
9120,Adams County BOCES,Crafts/Trades/Services,BOCES,0,0,0,0,0,0,NA,
9120,Adams County BOCES,Instructional Support,BOCES,0,0,0,0,0,0,NA,
9120,Adams County BOCES,Office/Administrative Support,BOCES,0,0,0,0,0,0,NA,
9120,Adams County BOCES,Other Support/Special Service Providers,BOCES,0,0,0,0,0,0,NA,
9120,Adams County BOCES,Paraprofessional,BOCES,0,0,0,0,0,0,NA,
9120,Adams County BOCES,Principals,BOCES,0,0,0,0,0,0,NA,
9120,Adams County BOCES,Professional-Other,BOCES,3,3,0,3,0,0,0.00%,
9120,Adams County BOCES,Teachers,BOCES,0,0,0,0,0,0,NA,
9120,Adams County BOCES Total,9120 All Job Catagories Totals,BOCES,4,4,0,4,0,0,0.00%,
9125,Rio Blanco BOCES,Adminstrators,BOCES,1,1,0,1,0,0,0.00%,
9125,Rio Blanco BOCES,Crafts/Trades/Services,BOCES,0,0,0,0,0,0,NA,
9125,Rio Blanco BOCES,Instructional Support,BOCES,0,0,0,0,0,0,NA,
9125,Rio Blanco BOCES,Office/Administrative Support,BOCES,2,2,0,2,0,0,0.00%,
9125,Rio Blanco BOCES,Other Support/Special Service Providers,BOCES,5,5,0,3,2,2,40.00%,
9125,Rio Blanco BOCES,Paraprofessional,BOCES,3,3,0,3,0,0,0.00%,
9125,Rio Blanco BOCES,Principals,BOCES,0,0,0,0,0,0,NA,
9125,Rio Blanco BOCES,Professional-Other,BOCES,2,2,0,2,0,0,0.00%,
9125,Rio Blanco BOCES,Teachers,BOCES,0,0,0,0,0,0,NA,
9125,Rio Blanco BOCES Total,9125 All Job Catagories Totals,BOCES,13,13,0,11,2,2,15.38%,
9130,Expeditionary BOCES,Adminstrators,BOCES,4,3,-1,1,3,2,75.00%,
9130,Expeditionary BOCES,Crafts/Trades/Services,BOCES,1,1,0,0,1,1,100.00%,
9130,Expeditionary BOCES,Instructional Support,BOCES,2,2,0,1,1,1,50.00%,
9130,Expeditionary BOCES,Office/Administrative Support,BOCES,2,2,0,0,2,2,100.00%,
9130,Expeditionary BOCES,Other Support/Special Service Providers,BOCES,1,1,0,0,1,1,100.00%,
9130,Expeditionary BOCES,Paraprofessional,BOCES,3,2,-1,1,2,1,66.67%,
9130,Expeditionary BOCES,Principals,BOCES,1,1,0,0,1,1,100.00%,
9130,Expeditionary BOCES,Professional-Other,BOCES,1,1,0,0,1,1,100.00%,
9130,Expeditionary BOCES,Teachers,BOCES,26,24,-2,17,9,7,34.62%,
9130,Expeditionary BOCES Total,9130 All Job Catagories Totals,BOCES,41,37,-4,20,21,17,51.22%,
9135,Grand Valley BOCES,Adminstrators,BOCES,0,0,0,0,0,0,NA,
9135,Grand Valley BOCES,Crafts/Trades/Services,BOCES,4,3,-1,2,2,1,50.00%,
9135,Grand Valley BOCES,Instructional Support,BOCES,0,0,0,0,0,0,NA,
9135,Grand Valley BOCES,Office/Administrative Support,BOCES,1,1,0,1,0,0,0.00%,
9135,Grand Valley BOCES,Other Support/Special Service Providers,BOCES,0,0,0,0,0,0,NA,
9135,Grand Valley BOCES,Paraprofessional,BOCES,0,0,0,0,0,0,NA,
9135,Grand Valley BOCES,Principals,BOCES,0,0,0,0,0,0,NA,
9135,Grand Valley BOCES,Professional-Other,BOCES,0,0,0,0,0,0,NA,
9135,Grand Valley BOCES,Teachers,BOCES,0,0,0,0,0,0,NA,
9135,Grand Valley BOCES Total,9135 All Job Catagories Totals,BOCES,5,4,-1,3,2,1,40.00%,
9140,Blue Sky BOCES,Adminstrators,BOCES,1,1,0,1,0,0,0.00%,
9140,Blue Sky BOCES,Crafts/Trades/Services,BOCES,0,0,0,0,0,0,NA,
9140,Blue Sky BOCES,Instructional Support,BOCES,1,1,0,1,0,0,0.00%,
9140,Blue Sky BOCES,Office/Administrative Support,BOCES,0,0,0,0,0,0,NA,
9140,Blue Sky BOCES,Other Support/Special Service Providers,BOCES,12,10,-2,7,5,3,41.67%,
9140,Blue Sky BOCES,Paraprofessional,BOCES,2,9,7,2,0,7,0.00%,
9140,Blue Sky BOCES,Principals,BOCES,0,0,0,0,0,0,NA,
9140,Blue Sky BOCES,Professional-Other,BOCES,5,5,0,3,2,2,40.00%,
9140,Blue Sky BOCES,Teachers,BOCES,7,7,0,5,2,2,28.57%,
9140,Blue Sky BOCES Total,9140 All Job Catagories Totals,BOCES,28,33,5,19,9,14,32.14%,
9145,Uncompahgre BOCES,Adminstrators,BOCES,1,1,0,1,0,0,0.00%,
9145,Uncompahgre BOCES,Crafts/Trades/Services,BOCES,0,0,0,0,0,0,NA,
9145,Uncompahgre BOCES,Instructional Support,BOCES,2,2,0,2,0,0,0.00%,
9145,Uncompahgre BOCES,Office/Administrative Support,BOCES,1,1,0,1,0,0,0.00%,
9145,Uncompahgre BOCES,Other Support/Special Service Providers,BOCES,13,12,-1,10,3,2,23.08%,
9145,Uncompahgre BOCES,Paraprofessional,BOCES,1,0,-1,0,1,0,100.00%,
9145,Uncompahgre BOCES,Principals,BOCES,0,0,0,0,0,0,NA,
9145,Uncompahgre BOCES,Professional-Other,BOCES,5,4,-1,4,1,0,20.00%,
9145,Uncompahgre BOCES,Teachers,BOCES,3,1,-2,1,2,0,66.67%,
9145,Uncompahgre BOCES Total,9145 All Job Catagories Totals,BOCES,26,21,-5,19,7,2,26.92%,
9150,Santa Fe Trail BOCES,Adminstrators,BOCES,1,1,0,1,0,0,0.00%,
9150,Santa Fe Trail BOCES,Crafts/Trades/Services,BOCES,1,0,-1,0,1,0,100.00%,
9150,Santa Fe Trail BOCES,Instructional Support,BOCES,5,5,0,4,1,1,20.00%,
9150,Santa Fe Trail BOCES,Office/Administrative Support,BOCES,2,2,0,2,0,0,0.00%,
9150,Santa Fe Trail BOCES,Other Support/Special Service Providers,BOCES,8,8,0,8,0,0,0.00%,
9150,Santa Fe Trail BOCES,Paraprofessional,BOCES,10,13,3,8,2,5,20.00%,
9150,Santa Fe Trail BOCES,Principals,BOCES,1,1,0,1,0,0,0.00%,
9150,Santa Fe Trail BOCES,Professional-Other,BOCES,6,6,0,5,1,1,16.67%,
9150,Santa Fe Trail BOCES,Teachers,BOCES,3,3,0,3,0,0,0.00%,
9150,Santa Fe Trail BOCES Total,9150 All Job Catagories Totals,BOCES,37,39,2,32,5,7,13.51%,
9165,Ute Pass BOCES,Adminstrators,BOCES,2,2,0,1,1,1,50.00%,
9165,Ute Pass BOCES,Crafts/Trades/Services,BOCES,0,0,0,0,0,0,NA,
9165,Ute Pass BOCES,Instructional Support,BOCES,1,2,1,1,0,1,0.00%,
9165,Ute Pass BOCES,Office/Administrative Support,BOCES,0,0,0,0,0,0,NA,
9165,Ute Pass BOCES,Other Support/Special Service Providers,BOCES,13,9,-4,7,6,2,46.15%,
9165,Ute Pass BOCES,Paraprofessional,BOCES,4,5,1,1,3,4,75.00%,
9165,Ute Pass BOCES,Principals,BOCES,0,0,0,0,0,0,NA,
9165,Ute Pass BOCES,Professional-Other,BOCES,4,4,0,3,1,1,25.00%,
9165,Ute Pass BOCES,Teachers,BOCES,3,3,0,2,1,1,33.33%,
9165,Ute Pass BOCES Total,9165 All Job Catagories Totals,BOCES,27,25,-2,15,12,10,44.44%,
9170,Education reEnvisioned BOCES,Adminstrators,BOCES,10,13,3,7,3,6,30.00%,
9170,Education reEnvisioned BOCES,Crafts/Trades/Services,BOCES,0,1,1,0,0,1,NA,
9170,Education reEnvisioned BOCES,Instructional Support,BOCES,34,31,-3,27,7,4,20.59%,
9170,Education reEnvisioned BOCES,Office/Administrative Support,BOCES,16,22,6,12,4,10,25.00%,
9170,Education reEnvisioned BOCES,Other Support/Special Service Providers,BOCES,3,6,3,1,2,5,66.67%,
9170,Education reEnvisioned BOCES,Paraprofessional,BOCES,29,67,38,16,13,51,44.83%,
9170,Education reEnvisioned BOCES,Principals,BOCES,13,13,0,11,2,2,15.38%,
9170,Education reEnvisioned BOCES,Professional-Other,BOCES,27,32,5,18,9,14,33.33%,
9170,Education reEnvisioned BOCES,Teachers,BOCES,257,280,23,203,54,77,21.01%,
9170,Education reEnvisioned BOCES Total,9170 All Job Catagories Totals,BOCES,389,465,76,295,94,170,24.16%,
9175,Colorado River BOCES,Adminstrators,BOCES,5,5,0,5,0,0,0.00%,
9175,Colorado River BOCES,Crafts/Trades/Services,BOCES,4,2,-2,2,2,0,50.00%,
9175,Colorado River BOCES,Instructional Support,BOCES,8,10,2,5,3,5,37.50%,
9175,Colorado River BOCES,Office/Administrative Support,BOCES,4,5,1,4,0,1,0.00%,
9175,Colorado River BOCES,Other Support/Special Service Providers,BOCES,11,13,2,6,5,7,45.45%,
9175,Colorado River BOCES,Paraprofessional,BOCES,10,12,2,8,2,4,20.00%,
9175,Colorado River BOCES,Principals,BOCES,1,1,0,1,0,0,0.00%,
9175,Colorado River BOCES,Professional-Other,BOCES,3,4,1,2,1,2,33.33%,
9175,Colorado River BOCES,Teachers,BOCES,20,15,-5,11,9,4,45.00%,
9175,Colorado River BOCES Total,9175 All Job Catagories Totals,BOCES,66,67,1,44,22,23,33.33%,
